,Source,Target
3691,Dmitry Peskov,Margarita Robles
3692,Dmitry Peskov,Jake Sullivan
3693,Dmitry Peskov,Shigeyuki Goto
3694,Dmitry Peskov,Tobias Billstrom
3695,Dmitry Peskov,Yevgeny Popov
3696,Dmitry Peskov,Eduard Petrov
3697,Dmitry Peskov,Alexander Lukashenko
3698,Dmitry Peskov,Ulf Kristersson
3699,Dmitry Peskov,Renat Karchaa
3700,Dmitry Peskov,Olaf Scholz
3701,Dmitry Peskov,Andrei Kartapolov
3702,Dmitry Peskov,Grigory Karasin
3703,Dmitry Peskov,Vyacheslav Volodin
3704,Dmitry Peskov,Hanna Maliar
3705,Dmitry Peskov,Narendra Modi
3706,Dmitry Peskov,Viktor Orban
3707,Dmitry Peskov,Greta Thunberg
3708,Dmitry Peskov,Mike Pence
3709,Dmitry Peskov,Andrey Ivanov
3710,Dmitry Peskov,Li Qiang
3711,Dmitry Peskov,Gavriil Grigorov Kremlin
3712,Dmitry Peskov,Yevgeny Prigozhin Wagner
3713,Dmitry Peskov,Almas Aidarov
3714,Dmitry Peskov,Kassym-Jomart Tokayev
3715,Dmitry Peskov,Boris Pistorius
3716,Dmitry Peskov,Gitanas Nauseda
3717,Dmitry Peskov,Sergei Shoigu
3718,Dmitry Peskov,Anthony Albanese
3719,Dmitry Peskov,Justin Trudeau
3720,Dmitry Peskov,Alexander Matsegora
3721,Dmitry Peskov,Mikhail Mishustin
3722,Dmitry Peskov,Sergey Tyurin
3723,Dmitry Peskov,Dmytro Kuleba
3724,Dmitry Peskov,Hakan Fidan
3725,Dmitry Peskov,Lloyd Austin
3726,Dmitry Peskov,Pat Ryder
3727,Dmitry Peskov,Dmitry Utkin
3728,Dmitry Peskov,Sergei Sobyanin
3729,Dmitry Peskov,Tayyip Erdogan
3730,Dmitry Peskov,Pavel Krasheninniko
3731,Dmitry Peskov,Giorgia Meloni
3732,Dmitry Peskov,Ramzan Kadyrov
3733,Dmitry Peskov,Valery Gerasimov
3734,Dmitry Peskov,Ihor Terekhov
3735,Dmitry Peskov,Vassily Golubev
3736,Pavel Byrkin Kremlin,Sergey Lavrov
3737,Pavel Byrkin Kremlin,Antony Blinken
3738,Pavel Byrkin Kremlin,Dmitry Medvedev
3739,Pavel Byrkin Kremlin,Serhiy Popko
3740,Pavel Byrkin Kremlin,Volodymyr Zelenskyy
3741,Pavel Byrkin Kremlin,Jens Stoltenberg
3742,Pavel Byrkin Kremlin,Stanislav Rzhitsky
3743,Pavel Byrkin Kremlin,Sergei Shoygu
3744,Pavel Byrkin Kremlin,Yuriy Malashko
3745,Pavel Byrkin Kremlin,Sergei Aksyonov
3746,Pavel Byrkin Kremlin,Andrzej Duda
3747,Pavel Byrkin Kremlin,Maria Zakharova
3748,Pavel Byrkin Kremlin,Margarita Robles
3749,Pavel Byrkin Kremlin,Jake Sullivan
3750,Pavel Byrkin Kremlin,Shigeyuki Goto
3751,Pavel Byrkin Kremlin,Tobias Billstrom
3752,Pavel Byrkin Kremlin,Yevgeny Popov
3753,Pavel Byrkin Kremlin,Eduard Petrov
3754,Pavel Byrkin Kremlin,Alexander Lukashenko
3755,Pavel Byrkin Kremlin,Ulf Kristersson
3756,Pavel Byrkin Kremlin,Renat Karchaa
3757,Pavel Byrkin Kremlin,Olaf Scholz
3758,Pavel Byrkin Kremlin,Andrei Kartapolov
3759,Pavel Byrkin Kremlin,Grigory Karasin
3760,Pavel Byrkin Kremlin,Vyacheslav Volodin
3761,Pavel Byrkin Kremlin,Hanna Maliar
3762,Pavel Byrkin Kremlin,Narendra Modi
3763,Pavel Byrkin Kremlin,Viktor Orban
3764,Pavel Byrkin Kremlin,Greta Thunberg
3765,Pavel Byrkin Kremlin,Mike Pence
3766,Pavel Byrkin Kremlin,Andrey Ivanov
3767,Pavel Byrkin Kremlin,Li Qiang
3768,Pavel Byrkin Kremlin,Gavriil Grigorov Kremlin
3769,Pavel Byrkin Kremlin,Yevgeny Prigozhin Wagner
3770,Pavel Byrkin Kremlin,Almas Aidarov
3771,Pavel Byrkin Kremlin,Kassym-Jomart Tokayev
3772,Pavel Byrkin Kremlin,Boris Pistorius
3773,Pavel Byrkin Kremlin,Gitanas Nauseda
3774,Pavel Byrkin Kremlin,Sergei Shoigu
3775,Pavel Byrkin Kremlin,Anthony Albanese
3776,Pavel Byrkin Kremlin,Justin Trudeau
3777,Pavel Byrkin Kremlin,Alexander Matsegora
3778,Pavel Byrkin Kremlin,Mikhail Mishustin
3779,Pavel Byrkin Kremlin,Sergey Tyurin
3780,Pavel Byrkin Kremlin,Dmytro Kuleba
3781,Pavel Byrkin Kremlin,Hakan Fidan
3782,Pavel Byrkin Kremlin,Lloyd Austin
3783,Pavel Byrkin Kremlin,Pat Ryder
3784,Pavel Byrkin Kremlin,Dmitry Utkin
3785,Pavel Byrkin Kremlin,Sergei Sobyanin
3786,Pavel Byrkin Kremlin,Tayyip Erdogan
3787,Pavel Byrkin Kremlin,Pavel Krasheninniko
3788,Pavel Byrkin Kremlin,Giorgia Meloni
3789,Pavel Byrkin Kremlin,Ramzan Kadyrov
3790,Pavel Byrkin Kremlin,Valery Gerasimov
3791,Pavel Byrkin Kremlin,Ihor Terekhov
3792,Pavel Byrkin Kremlin,Vassily Golubev
3793,Sergey Lavrov,Antony Blinken
3794,Sergey Lavrov,Dmitry Medvedev
3795,Sergey Lavrov,Serhiy Popko
3796,Sergey Lavrov,Volodymyr Zelenskyy
3797,Sergey Lavrov,Jens Stoltenberg
3798,Sergey Lavrov,Stanislav Rzhitsky
3799,Sergey Lavrov,Sergei Shoygu
3800,Sergey Lavrov,Yuriy Malashko
3801,Sergey Lavrov,Sergei Aksyonov
3802,Sergey Lavrov,Andrzej Duda
3803,Sergey Lavrov,Maria Zakharova
3804,Sergey Lavrov,Margarita Robles
3805,Sergey Lavrov,Jake Sullivan
3806,Sergey Lavrov,Shigeyuki Goto
3807,Sergey Lavrov,Tobias Billstrom
3808,Sergey Lavrov,Yevgeny Popov
3809,Sergey Lavrov,Eduard Petrov
3810,Sergey Lavrov,Alexander Lukashenko
3811,Sergey Lavrov,Ulf Kristersson
3812,Sergey Lavrov,Renat Karchaa
3813,Sergey Lavrov,Olaf Scholz
3814,Sergey Lavrov,Andrei Kartapolov
3815,Sergey Lavrov,Grigory Karasin
3816,Sergey Lavrov,Vyacheslav Volodin
3817,Sergey Lavrov,Hanna Maliar
3818,Sergey Lavrov,Narendra Modi
3819,Sergey Lavrov,Viktor Orban
3820,Sergey Lavrov,Greta Thunberg
3821,Sergey Lavrov,Mike Pence
3822,Sergey Lavrov,Andrey Ivanov
3823,Sergey Lavrov,Li Qiang
3824,Sergey Lavrov,Gavriil Grigorov Kremlin
3825,Sergey Lavrov,Yevgeny Prigozhin Wagner
3826,Sergey Lavrov,Almas Aidarov
3827,Sergey Lavrov,Kassym-Jomart Tokayev
3828,Sergey Lavrov,Boris Pistorius
3829,Sergey Lavrov,Gitanas Nauseda
3830,Sergey Lavrov,Sergei Shoigu
3831,Sergey Lavrov,Anthony Albanese
3832,Sergey Lavrov,Justin Trudeau
3833,Sergey Lavrov,Alexander Matsegora
3834,Sergey Lavrov,Mikhail Mishustin
3835,Sergey Lavrov,Sergey Tyurin
3836,Sergey Lavrov,Dmytro Kuleba
3837,Sergey Lavrov,Hakan Fidan
3838,Sergey Lavrov,Lloyd Austin
3839,Sergey Lavrov,Pat Ryder
3840,Sergey Lavrov,Dmitry Utkin
3841,Sergey Lavrov,Sergei Sobyanin
3842,Sergey Lavrov,Tayyip Erdogan
3843,Sergey Lavrov,Pavel Krasheninniko
3844,Sergey Lavrov,Giorgia Meloni
3845,Sergey Lavrov,Ramzan Kadyrov
3846,Sergey Lavrov,Valery Gerasimov
3847,Sergey Lavrov,Ihor Terekhov
3848,Sergey Lavrov,Vassily Golubev
3849,Antony Blinken,Dmitry Medvedev
3850,Antony Blinken,Serhiy Popko
3851,Antony Blinken,Volodymyr Zelenskyy
3852,Antony Blinken,Jens Stoltenberg
3853,Antony Blinken,Stanislav Rzhitsky
3854,Antony Blinken,Sergei Shoygu
3855,Antony Blinken,Yuriy Malashko
3856,Antony Blinken,Sergei Aksyonov
3857,Antony Blinken,Andrzej Duda
3858,Antony Blinken,Maria Zakharova
3859,Antony Blinken,Margarita Robles
3860,Antony Blinken,Jake Sullivan
3861,Antony Blinken,Shigeyuki Goto
3862,Antony Blinken,Tobias Billstrom
3863,Antony Blinken,Yevgeny Popov
3864,Antony Blinken,Eduard Petrov
3865,Antony Blinken,Alexander Lukashenko
3866,Antony Blinken,Ulf Kristersson
3867,Antony Blinken,Renat Karchaa
3868,Antony Blinken,Olaf Scholz
3869,Antony Blinken,Andrei Kartapolov
3870,Antony Blinken,Grigory Karasin
3871,Antony Blinken,Vyacheslav Volodin
3872,Antony Blinken,Hanna Maliar
3873,Antony Blinken,Narendra Modi
3874,Antony Blinken,Viktor Orban
3875,Antony Blinken,Greta Thunberg
3876,Antony Blinken,Mike Pence
3877,Antony Blinken,Andrey Ivanov
3878,Antony Blinken,Li Qiang
3879,Antony Blinken,Gavriil Grigorov Kremlin
3880,Antony Blinken,Yevgeny Prigozhin Wagner
3881,Antony Blinken,Almas Aidarov
3882,Antony Blinken,Kassym-Jomart Tokayev
3883,Antony Blinken,Boris Pistorius
3884,Antony Blinken,Gitanas Nauseda
3885,Antony Blinken,Sergei Shoigu
3886,Antony Blinken,Anthony Albanese
3887,Antony Blinken,Justin Trudeau
3888,Antony Blinken,Alexander Matsegora
3889,Antony Blinken,Mikhail Mishustin
3890,Antony Blinken,Sergey Tyurin
3891,Antony Blinken,Dmytro Kuleba
3892,Antony Blinken,Hakan Fidan
3893,Antony Blinken,Lloyd Austin
3894,Antony Blinken,Pat Ryder
3895,Antony Blinken,Dmitry Utkin
3896,Antony Blinken,Sergei Sobyanin
3897,Antony Blinken,Tayyip Erdogan
3898,Antony Blinken,Pavel Krasheninniko
3899,Antony Blinken,Giorgia Meloni
3900,Antony Blinken,Ramzan Kadyrov
3901,Antony Blinken,Valery Gerasimov
3902,Antony Blinken,Ihor Terekhov
3903,Antony Blinken,Vassily Golubev
3904,Dmitry Medvedev,Serhiy Popko
3905,Dmitry Medvedev,Volodymyr Zelenskyy
3906,Dmitry Medvedev,Jens Stoltenberg
3907,Dmitry Medvedev,Stanislav Rzhitsky
3908,Dmitry Medvedev,Sergei Shoygu
3909,Dmitry Medvedev,Yuriy Malashko
3910,Dmitry Medvedev,Sergei Aksyonov
3911,Dmitry Medvedev,Andrzej Duda
3912,Dmitry Medvedev,Maria Zakharova
3913,Dmitry Medvedev,Margarita Robles
3914,Dmitry Medvedev,Jake Sullivan
3915,Dmitry Medvedev,Shigeyuki Goto
3916,Dmitry Medvedev,Tobias Billstrom
3917,Dmitry Medvedev,Yevgeny Popov
3918,Dmitry Medvedev,Eduard Petrov
3919,Dmitry Medvedev,Alexander Lukashenko
3920,Dmitry Medvedev,Ulf Kristersson
3921,Dmitry Medvedev,Renat Karchaa
3922,Dmitry Medvedev,Olaf Scholz
3923,Dmitry Medvedev,Andrei Kartapolov
3924,Dmitry Medvedev,Grigory Karasin
3925,Dmitry Medvedev,Vyacheslav Volodin
3926,Dmitry Medvedev,Hanna Maliar
3927,Dmitry Medvedev,Narendra Modi
3928,Dmitry Medvedev,Viktor Orban
3929,Dmitry Medvedev,Greta Thunberg
3930,Dmitry Medvedev,Mike Pence
3931,Dmitry Medvedev,Andrey Ivanov
3932,Dmitry Medvedev,Li Qiang
3933,Dmitry Medvedev,Gavriil Grigorov Kremlin
3934,Dmitry Medvedev,Yevgeny Prigozhin Wagner
3935,Dmitry Medvedev,Almas Aidarov
3936,Dmitry Medvedev,Kassym-Jomart Tokayev
3937,Dmitry Medvedev,Boris Pistorius
3938,Dmitry Medvedev,Gitanas Nauseda
3939,Dmitry Medvedev,Sergei Shoigu
3940,Dmitry Medvedev,Anthony Albanese
3941,Dmitry Medvedev,Justin Trudeau
3942,Dmitry Medvedev,Alexander Matsegora
3943,Dmitry Medvedev,Mikhail Mishustin
3944,Dmitry Medvedev,Sergey Tyurin
3945,Dmitry Medvedev,Dmytro Kuleba
3946,Dmitry Medvedev,Hakan Fidan
3947,Dmitry Medvedev,Lloyd Austin
3948,Dmitry Medvedev,Pat Ryder
3949,Dmitry Medvedev,Dmitry Utkin
3950,Dmitry Medvedev,Sergei Sobyanin
3951,Dmitry Medvedev,Tayyip Erdogan
3952,Dmitry Medvedev,Pavel Krasheninniko
3953,Dmitry Medvedev,Giorgia Meloni
3954,Dmitry Medvedev,Ramzan Kadyrov
3955,Dmitry Medvedev,Valery Gerasimov
3956,Dmitry Medvedev,Ihor Terekhov
3957,Dmitry Medvedev,Vassily Golubev
3958,Serhiy Popko,Volodymyr Zelenskyy
3959,Serhiy Popko,Jens Stoltenberg
3960,Serhiy Popko,Stanislav Rzhitsky
3961,Serhiy Popko,Sergei Shoygu
3962,Serhiy Popko,Yuriy Malashko
3963,Serhiy Popko,Sergei Aksyonov
3964,Serhiy Popko,Andrzej Duda
3965,Serhiy Popko,Maria Zakharova
3966,Serhiy Popko,Margarita Robles
3967,Serhiy Popko,Jake Sullivan
3968,Serhiy Popko,Shigeyuki Goto
3969,Serhiy Popko,Tobias Billstrom
3970,Serhiy Popko,Yevgeny Popov
3971,Serhiy Popko,Eduard Petrov
3972,Serhiy Popko,Alexander Lukashenko
3973,Serhiy Popko,Ulf Kristersson
3974,Serhiy Popko,Renat Karchaa
3975,Serhiy Popko,Olaf Scholz
3976,Serhiy Popko,Andrei Kartapolov
3977,Serhiy Popko,Grigory Karasin
3978,Serhiy Popko,Vyacheslav Volodin
3979,Serhiy Popko,Hanna Maliar
3980,Serhiy Popko,Narendra Modi
3981,Serhiy Popko,Viktor Orban
3982,Serhiy Popko,Greta Thunberg
3983,Serhiy Popko,Mike Pence
3984,Serhiy Popko,Andrey Ivanov
3985,Serhiy Popko,Li Qiang
3986,Serhiy Popko,Gavriil Grigorov Kremlin
3987,Serhiy Popko,Yevgeny Prigozhin Wagner
3988,Serhiy Popko,Almas Aidarov
3989,Serhiy Popko,Kassym-Jomart Tokayev
3990,Serhiy Popko,Boris Pistorius
3991,Serhiy Popko,Gitanas Nauseda
3992,Serhiy Popko,Sergei Shoigu
3993,Serhiy Popko,Anthony Albanese
3994,Serhiy Popko,Justin Trudeau
3995,Serhiy Popko,Alexander Matsegora
3996,Serhiy Popko,Mikhail Mishustin
3997,Serhiy Popko,Sergey Tyurin
3998,Serhiy Popko,Dmytro Kuleba
3999,Serhiy Popko,Hakan Fidan
4000,Serhiy Popko,Lloyd Austin
4001,Serhiy Popko,Pat Ryder
4002,Serhiy Popko,Dmitry Utkin
4003,Serhiy Popko,Sergei Sobyanin
4004,Serhiy Popko,Tayyip Erdogan
4005,Serhiy Popko,Pavel Krasheninniko
4006,Serhiy Popko,Giorgia Meloni
4007,Serhiy Popko,Ramzan Kadyrov
4008,Serhiy Popko,Valery Gerasimov
4009,Serhiy Popko,Ihor Terekhov
4010,Serhiy Popko,Vassily Golubev
4011,Volodymyr Zelenskyy,Jens Stoltenberg
4012,Volodymyr Zelenskyy,Stanislav Rzhitsky
4013,Volodymyr Zelenskyy,Sergei Shoygu
4014,Volodymyr Zelenskyy,Yuriy Malashko
4015,Volodymyr Zelenskyy,Sergei Aksyonov
4016,Volodymyr Zelenskyy,Andrzej Duda
4017,Volodymyr Zelenskyy,Maria Zakharova
4018,Volodymyr Zelenskyy,Margarita Robles
4019,Volodymyr Zelenskyy,Jake Sullivan
4020,Volodymyr Zelenskyy,Shigeyuki Goto
4021,Volodymyr Zelenskyy,Tobias Billstrom
4022,Volodymyr Zelenskyy,Yevgeny Popov
4023,Volodymyr Zelenskyy,Eduard Petrov
4024,Volodymyr Zelenskyy,Alexander Lukashenko
4025,Volodymyr Zelenskyy,Ulf Kristersson
4026,Volodymyr Zelenskyy,Renat Karchaa
4027,Volodymyr Zelenskyy,Olaf Scholz
4028,Volodymyr Zelenskyy,Andrei Kartapolov
4029,Volodymyr Zelenskyy,Grigory Karasin
4030,Volodymyr Zelenskyy,Vyacheslav Volodin
4031,Volodymyr Zelenskyy,Hanna Maliar
4032,Volodymyr Zelenskyy,Narendra Modi
4033,Volodymyr Zelenskyy,Viktor Orban
4034,Volodymyr Zelenskyy,Greta Thunberg
4035,Volodymyr Zelenskyy,Mike Pence
4036,Volodymyr Zelenskyy,Andrey Ivanov
4037,Volodymyr Zelenskyy,Li Qiang
4038,Volodymyr Zelenskyy,Gavriil Grigorov Kremlin
4039,Volodymyr Zelenskyy,Yevgeny Prigozhin Wagner
4040,Volodymyr Zelenskyy,Almas Aidarov
4041,Volodymyr Zelenskyy,Kassym-Jomart Tokayev
4042,Volodymyr Zelenskyy,Boris Pistorius
4043,Volodymyr Zelenskyy,Gitanas Nauseda
4044,Volodymyr Zelenskyy,Sergei Shoigu
4045,Volodymyr Zelenskyy,Anthony Albanese
4046,Volodymyr Zelenskyy,Justin Trudeau
4047,Volodymyr Zelenskyy,Alexander Matsegora
4048,Volodymyr Zelenskyy,Mikhail Mishustin
4049,Volodymyr Zelenskyy,Sergey Tyurin
4050,Volodymyr Zelenskyy,Dmytro Kuleba
4051,Volodymyr Zelenskyy,Hakan Fidan
4052,Volodymyr Zelenskyy,Lloyd Austin
4053,Volodymyr Zelenskyy,Pat Ryder
4054,Volodymyr Zelenskyy,Dmitry Utkin
4055,Volodymyr Zelenskyy,Sergei Sobyanin
4056,Volodymyr Zelenskyy,Tayyip Erdogan
4057,Volodymyr Zelenskyy,Pavel Krasheninniko
4058,Volodymyr Zelenskyy,Giorgia Meloni
4059,Volodymyr Zelenskyy,Ramzan Kadyrov
4060,Volodymyr Zelenskyy,Valery Gerasimov
4061,Volodymyr Zelenskyy,Ihor Terekhov
4062,Volodymyr Zelenskyy,Vassily Golubev
4063,Jens Stoltenberg,Stanislav Rzhitsky
4064,Jens Stoltenberg,Sergei Shoygu
4065,Jens Stoltenberg,Yuriy Malashko
4066,Jens Stoltenberg,Sergei Aksyonov
4067,Jens Stoltenberg,Andrzej Duda
4068,Jens Stoltenberg,Maria Zakharova
4069,Jens Stoltenberg,Margarita Robles
4070,Jens Stoltenberg,Jake Sullivan
4071,Jens Stoltenberg,Shigeyuki Goto
4072,Jens Stoltenberg,Tobias Billstrom
4073,Jens Stoltenberg,Yevgeny Popov
4074,Jens Stoltenberg,Eduard Petrov
4075,Jens Stoltenberg,Alexander Lukashenko
4076,Jens Stoltenberg,Ulf Kristersson
4077,Jens Stoltenberg,Renat Karchaa
4078,Jens Stoltenberg,Olaf Scholz
4079,Jens Stoltenberg,Andrei Kartapolov
4080,Jens Stoltenberg,Grigory Karasin
4081,Jens Stoltenberg,Vyacheslav Volodin
4082,Jens Stoltenberg,Hanna Maliar
4083,Jens Stoltenberg,Narendra Modi
4084,Jens Stoltenberg,Viktor Orban
4085,Jens Stoltenberg,Greta Thunberg
4086,Jens Stoltenberg,Mike Pence
4087,Jens Stoltenberg,Andrey Ivanov
4088,Jens Stoltenberg,Li Qiang
4089,Jens Stoltenberg,Gavriil Grigorov Kremlin
4090,Jens Stoltenberg,Yevgeny Prigozhin Wagner
4091,Jens Stoltenberg,Almas Aidarov
4092,Jens Stoltenberg,Kassym-Jomart Tokayev
4093,Jens Stoltenberg,Boris Pistorius
4094,Jens Stoltenberg,Gitanas Nauseda
4095,Jens Stoltenberg,Sergei Shoigu
4096,Jens Stoltenberg,Anthony Albanese
4097,Jens Stoltenberg,Justin Trudeau
4098,Jens Stoltenberg,Alexander Matsegora
4099,Jens Stoltenberg,Mikhail Mishustin
4100,Jens Stoltenberg,Sergey Tyurin
4101,Jens Stoltenberg,Dmytro Kuleba
4102,Jens Stoltenberg,Hakan Fidan
4103,Jens Stoltenberg,Lloyd Austin
4104,Jens Stoltenberg,Pat Ryder
4105,Jens Stoltenberg,Dmitry Utkin
4106,Jens Stoltenberg,Sergei Sobyanin
4107,Jens Stoltenberg,Tayyip Erdogan
4108,Jens Stoltenberg,Pavel Krasheninniko
4109,Jens Stoltenberg,Giorgia Meloni
4110,Jens Stoltenberg,Ramzan Kadyrov
4111,Jens Stoltenberg,Valery Gerasimov
4112,Jens Stoltenberg,Ihor Terekhov
4113,Jens Stoltenberg,Vassily Golubev
4114,Stanislav Rzhitsky,Sergei Shoygu
4115,Stanislav Rzhitsky,Yuriy Malashko
4116,Stanislav Rzhitsky,Sergei Aksyonov
4117,Stanislav Rzhitsky,Andrzej Duda
4118,Stanislav Rzhitsky,Maria Zakharova
4119,Stanislav Rzhitsky,Margarita Robles
4120,Stanislav Rzhitsky,Jake Sullivan
4121,Stanislav Rzhitsky,Shigeyuki Goto
4122,Stanislav Rzhitsky,Tobias Billstrom
4123,Stanislav Rzhitsky,Yevgeny Popov
4124,Stanislav Rzhitsky,Eduard Petrov
4125,Stanislav Rzhitsky,Alexander Lukashenko
4126,Stanislav Rzhitsky,Ulf Kristersson
4127,Stanislav Rzhitsky,Renat Karchaa
4128,Stanislav Rzhitsky,Olaf Scholz
4129,Stanislav Rzhitsky,Andrei Kartapolov
4130,Stanislav Rzhitsky,Grigory Karasin
4131,Stanislav Rzhitsky,Vyacheslav Volodin
4132,Stanislav Rzhitsky,Hanna Maliar
4133,Stanislav Rzhitsky,Narendra Modi
4134,Stanislav Rzhitsky,Viktor Orban
4135,Stanislav Rzhitsky,Greta Thunberg
4136,Stanislav Rzhitsky,Mike Pence
4137,Stanislav Rzhitsky,Andrey Ivanov
4138,Stanislav Rzhitsky,Li Qiang
4139,Stanislav Rzhitsky,Gavriil Grigorov Kremlin
4140,Stanislav Rzhitsky,Yevgeny Prigozhin Wagner
4141,Stanislav Rzhitsky,Almas Aidarov
4142,Stanislav Rzhitsky,Kassym-Jomart Tokayev
4143,Stanislav Rzhitsky,Boris Pistorius
4144,Stanislav Rzhitsky,Gitanas Nauseda
4145,Stanislav Rzhitsky,Sergei Shoigu
4146,Stanislav Rzhitsky,Anthony Albanese
4147,Stanislav Rzhitsky,Justin Trudeau
4148,Stanislav Rzhitsky,Alexander Matsegora
4149,Stanislav Rzhitsky,Mikhail Mishustin
4150,Stanislav Rzhitsky,Sergey Tyurin
4151,Stanislav Rzhitsky,Dmytro Kuleba
4152,Stanislav Rzhitsky,Hakan Fidan
4153,Stanislav Rzhitsky,Lloyd Austin
4154,Stanislav Rzhitsky,Pat Ryder
4155,Stanislav Rzhitsky,Dmitry Utkin
4156,Stanislav Rzhitsky,Sergei Sobyanin
4157,Stanislav Rzhitsky,Tayyip Erdogan
4158,Stanislav Rzhitsky,Pavel Krasheninniko
4159,Stanislav Rzhitsky,Giorgia Meloni
4160,Stanislav Rzhitsky,Ramzan Kadyrov
4161,Stanislav Rzhitsky,Valery Gerasimov
4162,Stanislav Rzhitsky,Ihor Terekhov
4163,Stanislav Rzhitsky,Vassily Golubev
4164,Sergei Shoygu,Yuriy Malashko
4165,Sergei Shoygu,Sergei Aksyonov
4166,Sergei Shoygu,Andrzej Duda
4167,Sergei Shoygu,Maria Zakharova
4168,Sergei Shoygu,Margarita Robles
4169,Sergei Shoygu,Jake Sullivan
4170,Sergei Shoygu,Shigeyuki Goto
4171,Sergei Shoygu,Tobias Billstrom
4172,Sergei Shoygu,Yevgeny Popov
4173,Sergei Shoygu,Eduard Petrov
4174,Sergei Shoygu,Alexander Lukashenko
4175,Sergei Shoygu,Ulf Kristersson
4176,Sergei Shoygu,Renat Karchaa
4177,Sergei Shoygu,Olaf Scholz
4178,Sergei Shoygu,Andrei Kartapolov
4179,Sergei Shoygu,Grigory Karasin
4180,Sergei Shoygu,Vyacheslav Volodin
4181,Sergei Shoygu,Hanna Maliar
4182,Sergei Shoygu,Narendra Modi
4183,Sergei Shoygu,Viktor Orban
4184,Sergei Shoygu,Greta Thunberg
4185,Sergei Shoygu,Mike Pence
4186,Sergei Shoygu,Andrey Ivanov
4187,Sergei Shoygu,Li Qiang
4188,Sergei Shoygu,Gavriil Grigorov Kremlin
4189,Sergei Shoygu,Yevgeny Prigozhin Wagner
4190,Sergei Shoygu,Almas Aidarov
4191,Sergei Shoygu,Kassym-Jomart Tokayev
4192,Sergei Shoygu,Boris Pistorius
4193,Sergei Shoygu,Gitanas Nauseda
4194,Sergei Shoygu,Sergei Shoigu
4195,Sergei Shoygu,Anthony Albanese
4196,Sergei Shoygu,Justin Trudeau
4197,Sergei Shoygu,Alexander Matsegora
4198,Sergei Shoygu,Mikhail Mishustin
4199,Sergei Shoygu,Sergey Tyurin
4200,Sergei Shoygu,Dmytro Kuleba
4201,Sergei Shoygu,Hakan Fidan
4202,Sergei Shoygu,Lloyd Austin
4203,Sergei Shoygu,Pat Ryder
4204,Sergei Shoygu,Dmitry Utkin
4205,Sergei Shoygu,Sergei Sobyanin
4206,Sergei Shoygu,Tayyip Erdogan
4207,Sergei Shoygu,Pavel Krasheninniko
4208,Sergei Shoygu,Giorgia Meloni
4209,Sergei Shoygu,Ramzan Kadyrov
4210,Sergei Shoygu,Valery Gerasimov
4211,Sergei Shoygu,Ihor Terekhov
4212,Sergei Shoygu,Vassily Golubev
4213,Yuriy Malashko,Sergei Aksyonov
4214,Yuriy Malashko,Andrzej Duda
4215,Yuriy Malashko,Maria Zakharova
4216,Yuriy Malashko,Margarita Robles
4217,Yuriy Malashko,Jake Sullivan
4218,Yuriy Malashko,Shigeyuki Goto
4219,Yuriy Malashko,Tobias Billstrom
4220,Yuriy Malashko,Yevgeny Popov
4221,Yuriy Malashko,Eduard Petrov
4222,Yuriy Malashko,Alexander Lukashenko
4223,Yuriy Malashko,Ulf Kristersson
4224,Yuriy Malashko,Renat Karchaa
4225,Yuriy Malashko,Olaf Scholz
4226,Yuriy Malashko,Andrei Kartapolov
4227,Yuriy Malashko,Grigory Karasin
4228,Yuriy Malashko,Vyacheslav Volodin
4229,Yuriy Malashko,Hanna Maliar
4230,Yuriy Malashko,Narendra Modi
4231,Yuriy Malashko,Viktor Orban
4232,Yuriy Malashko,Greta Thunberg
4233,Yuriy Malashko,Mike Pence
4234,Yuriy Malashko,Andrey Ivanov
4235,Yuriy Malashko,Li Qiang
4236,Yuriy Malashko,Gavriil Grigorov Kremlin
4237,Yuriy Malashko,Yevgeny Prigozhin Wagner
4238,Yuriy Malashko,Almas Aidarov
4239,Yuriy Malashko,Kassym-Jomart Tokayev
4240,Yuriy Malashko,Boris Pistorius
4241,Yuriy Malashko,Gitanas Nauseda
4242,Yuriy Malashko,Sergei Shoigu
4243,Yuriy Malashko,Anthony Albanese
4244,Yuriy Malashko,Justin Trudeau
4245,Yuriy Malashko,Alexander Matsegora
4246,Yuriy Malashko,Mikhail Mishustin
4247,Yuriy Malashko,Sergey Tyurin
4248,Yuriy Malashko,Dmytro Kuleba
4249,Yuriy Malashko,Hakan Fidan
4250,Yuriy Malashko,Lloyd Austin
4251,Yuriy Malashko,Pat Ryder
4252,Yuriy Malashko,Dmitry Utkin
4253,Yuriy Malashko,Sergei Sobyanin
4254,Yuriy Malashko,Tayyip Erdogan
4255,Yuriy Malashko,Pavel Krasheninniko
4256,Yuriy Malashko,Giorgia Meloni
4257,Yuriy Malashko,Ramzan Kadyrov
4258,Yuriy Malashko,Valery Gerasimov
4259,Yuriy Malashko,Ihor Terekhov
4260,Yuriy Malashko,Vassily Golubev
4261,Sergei Aksyonov,Andrzej Duda
4262,Sergei Aksyonov,Maria Zakharova
4263,Sergei Aksyonov,Margarita Robles
4264,Sergei Aksyonov,Jake Sullivan
4265,Sergei Aksyonov,Shigeyuki Goto
4266,Sergei Aksyonov,Tobias Billstrom
4267,Sergei Aksyonov,Yevgeny Popov
4268,Sergei Aksyonov,Eduard Petrov
4269,Sergei Aksyonov,Alexander Lukashenko
